GroupCode,MachCode,status,duration
E2                            ,48,True,0 days 12:11:29.000000000
E2                            ,49,False,0 days 02:24:04.000000000
E2                            ,49,True,0 days 09:18:53.000000000
E2                            ,50,False,0 days 00:30:33.000000000
E2                            ,50,True,0 days 11:58:00.000000000
E2                            ,51,False,0 days 00:56:35.000000000
E2                            ,51,True,0 days 10:53:08.000000000
E2                            ,52,False,0 days 01:52:01.000000000
E2                            ,52,True,0 days 10:47:30.000000000
E2                            ,53,False,0 days 02:46:12.000000000
E2                            ,53,True,0 days 10:50:16.000000000
E2                            ,54,False,0 days 05:52:10.000000000
E2                            ,54,True,0 days 06:54:20.000000000
E2                            ,55,False,0 days 01:14:56.000000000
E2                            ,55,True,0 days 11:10:14.000000000
E2                            ,56,False,0 days 01:46:10.000000000
E2                            ,56,True,0 days 10:53:57.000000000
E2                            ,57,False,0 days 00:32:19.000000000
E2                            ,57,True,0 days 11:04:27.000000000
E2                            ,58,False,0 days 02:31:38.000000000
E2                            ,58,True,0 days 11:04:33.000000000
E2                            ,60,False,0 days 01:23:07.000000000
E2                            ,60,True,0 days 09:56:24.000000000
E2                            ,61,False,0 days 00:49:28.000000000
E2                            ,61,True,0 days 12:00:50.000000000
E2                            ,62,False,0 days 00:40:07.000000000
E2                            ,62,True,0 days 10:08:19.000000000
E2                            ,63,False,0 days 01:27:18.000000000
E2                            ,63,True,0 days 11:14:39.000000000
E2                            ,64,False,0 days 00:08:11.000000000
E2                            ,64,True,0 days 11:39:17.000000000
F1                            ,1,False,0 days 10:46:29.000000000
F1                            ,3,False,0 days 02:30:49.000000000
F1                            ,3,True,0 days 11:13:24.000000000
F1                            ,4,False,0 days 01:04:15.000000000
F1                            ,4,True,0 days 11:44:51.000000000
F1                            ,5,False,0 days 01:48:24.000000000
F1                            ,5,True,0 days 11:35:03.000000000
F1                            ,6,False,0 days 00:21:34.000000000
F1                            ,6,True,0 days 13:07:36.000000000
F1                            ,7,False,0 days 00:46:04.000000000
F1                            ,7,True,0 days 12:02:23.000000000
F1                            ,8,False,0 days 06:50:30.000000000
F1                            ,8,True,0 days 06:39:36.000000000
F1                            ,9,False,0 days 01:11:33.000000000
F1                            ,9,True,0 days 11:14:51.000000000
F1                            ,10,False,0 days 01:29:37.000000000
F1                            ,10,True,0 days 12:22:53.000000000
F1                            ,11,False,0 days 02:50:55.000000000
F1                            ,11,True,0 days 09:04:36.000000000
F1                            ,12,False,0 days 01:06:48.000000000
F1                            ,12,True,0 days 10:02:54.000000000
F1                            ,13,False,0 days 02:03:10.000000000
F1                            ,13,True,0 days 11:32:35.000000000
F1                            ,14,False,0 days 01:33:57.000000000
F1                            ,14,True,0 days 11:16:34.000000000
F1                            ,15,False,0 days 03:57:13.000000000
F1                            ,15,True,0 days 07:11:57.000000000
F1                            ,16,False,0 days 02:00:36.000000000
F1                            ,16,True,0 days 11:25:11.000000000
F1                            ,17,False,0 days 00:54:15.000000000
F1                            ,17,True,0 days 11:04:09.000000000
F1                            ,25,False,0 days 01:23:17.000000000
F1                            ,25,True,0 days 12:22:02.000000000
F1                            ,26,False,0 days 03:50:58.000000000
F1                            ,26,True,0 days 09:52:09.000000000
F1                            ,27,False,0 days 05:40:05.000000000
F1                            ,27,True,0 days 07:59:16.000000000
F2                            ,33,False,0 days 10:48:29.000000000
F2                            ,34,False,0 days 00:14:39.000000000
F2                            ,34,True,0 days 11:31:44.000000000
F2                            ,35,False,0 days 05:54:39.000000000
F2                            ,35,True,0 days 07:18:29.000000000
F2                            ,36,False,0 days 02:01:15.000000000
F2                            ,36,True,0 days 11:26:10.000000000
F2                            ,37,False,0 days 02:46:52.000000000
F2                            ,37,True,0 days 10:52:50.000000000
F2                            ,38,False,0 days 00:22:42.000000000
F2                            ,38,True,0 days 12:34:44.000000000
F2                            ,39,False,0 days 00:16:57.000000000
F2                            ,39,True,0 days 11:30:48.000000000
F2                            ,40,False,0 days 02:34:11.000000000
F2                            ,40,True,0 days 09:51:26.000000000
F2                            ,41,False,0 days 00:27:52.000000000
F2                            ,41,True,0 days 10:50:25.000000000
F2                            ,42,False,0 days 02:05:02.000000000
F2                            ,42,True,0 days 10:42:36.000000000
F2                            ,43,False,0 days 03:02:17.000000000
F2                            ,43,True,0 days 08:42:13.000000000
F2                            ,44,False,0 days 00:58:57.000000000
F2                            ,44,True,0 days 12:18:23.000000000
F2                            ,45,False,0 days 00:56:56.000000000
F2                            ,45,True,0 days 11:52:50.000000000
F2                            ,46,False,0 days 01:35:25.000000000
F2                            ,46,True,0 days 09:35:17.000000000
F2                            ,47,False,0 days 03:53:33.000000000
F2                            ,47,True,0 days 09:23:28.000000000
F2                            ,48,False,0 days 04:33:45.000000000
F2                            ,48,True,0 days 09:09:40.000000000
F2                            ,49,False,0 days 05:44:14.000000000
F2                            ,49,True,0 days 07:56:14.000000000
F2                            ,50,False,0 days 02:24:50.000000000
F2                            ,50,True,0 days 11:30:42.000000000
F2                            ,54,False,0 days 01:05:47.000000000
F2                            ,54,True,0 days 12:11:50.000000000
F2                            ,55,False,0 days 01:49:58.000000000
F2                            ,55,True,0 days 11:13:53.000000000
F2                            ,56,False,0 days 01:08:14.000000000
F2                            ,56,True,0 days 11:02:29.000000000
F2                            ,57,False,0 days 03:22:53.000000000
F2                            ,57,True,0 days 09:51:49.000000000
F2                            ,58,False,0 days 02:55:03.000000000
F2                            ,58,True,0 days 09:27:33.000000000
F2                            ,59,False,0 days 03:20:23.000000000
F2                            ,59,True,0 days 10:36:06.000000000
G1                            ,2,False,0 days 09:14:57.000000000
G1                            ,2,True,0 days 01:46:06.000000000
G1                            ,3,False,0 days 07:03:01.000000000
G1                            ,3,True,0 days 04:01:17.000000000
G1                            ,4,False,0 days 07:31:22.000000000
G1                            ,4,True,0 days 04:26:05.000000000
G1                            ,5,False,0 days 08:59:26.000000000
G1                            ,5,True,0 days 03:23:17.000000000
G1                            ,7,False,0 days 09:55:09.000000000
G1                            ,7,True,0 days 03:26:38.000000000
G1                            ,8,False,0 days 01:54:21.000000000
G1                            ,8,True,0 days 11:48:18.000000000
G1                            ,18,False,0 days 02:26:31.000000000
G1                            ,18,True,0 days 10:48:36.000000000
G1                            ,19,False,0 days 00:33:38.000000000
G1                            ,19,True,0 days 13:10:03.000000000
G1                            ,20,False,0 days 01:00:28.000000000
G1                            ,20,True,0 days 12:55:24.000000000
G1                            ,21,False,0 days 00:34:49.000000000
G1                            ,21,True,0 days 09:49:16.000000000
G1                            ,22,False,0 days 01:52:22.000000000
G1                            ,22,True,0 days 11:30:09.000000000
G1                            ,23,False,0 days 01:29:15.000000000
G1                            ,23,True,0 days 11:35:38.000000000
G1                            ,24,False,0 days 01:02:48.000000000
G1                            ,24,True,0 days 03:57:28.000000000
G1                            ,26,False,0 days 02:04:54.000000000
G1                            ,26,True,0 days 11:14:27.000000000
G1                            ,27,False,0 days 00:31:51.000000000
G1                            ,27,True,0 days 12:54:29.000000000
G1                            ,28,False,0 days 00:20:53.000000000
G1                            ,28,True,0 days 09:00:36.000000000
G1                            ,29,False,0 days 00:30:09.000000000
G1                            ,29,True,0 days 13:10:01.000000000
G1                            ,30,False,0 days 00:49:19.000000000
G1                            ,30,True,0 days 12:49:38.000000000
G1                            ,31,False,0 days 00:22:28.000000000
G1                            ,31,True,0 days 10:31:23.000000000
G1                            ,32,False,0 days 02:03:40.000000000
G1                            ,32,True,0 days 11:11:10.000000000
G2                            ,34,False,0 days 07:15:55.000000000
G2                            ,34,True,0 days 03:45:08.000000000
G2                            ,35,False,0 days 07:28:38.000000000
G2                            ,35,True,0 days 03:31:14.000000000
G2                            ,49,False,0 days 00:20:09.000000000
G2                            ,49,True,0 days 12:46:29.000000000
G2                            ,50,False,0 days 00:33:17.000000000
G2                            ,50,True,0 days 09:40:08.000000000
G2                            ,51,False,0 days 01:10:31.000000000
G2                            ,51,True,0 days 11:44:29.000000000
G2                            ,52,False,0 days 00:39:52.000000000
G2                            ,52,True,0 days 12:23:59.000000000
G2                            ,53,False,0 days 01:23:53.000000000
G2                            ,53,True,0 days 08:49:00.000000000
G2                            ,54,False,0 days 05:25:12.000000000
G2                            ,54,True,0 days 08:09:18.000000000
G2                            ,55,False,0 days 00:28:43.000000000
G2                            ,55,True,0 days 08:22:29.000000000
G2                            ,56,False,0 days 00:21:39.000000000
G2                            ,56,True,0 days 09:06:04.000000000
G2                            ,57,False,0 days 01:19:31.000000000
G2                            ,57,True,0 days 12:28:28.000000000
G2                            ,58,False,0 days 00:15:22.000000000
G2                            ,58,True,0 days 09:34:43.000000000
G2                            ,59,False,0 days 00:59:23.000000000
G2                            ,59,True,0 days 10:48:11.000000000
G2                            ,60,False,0 days 00:57:33.000000000
G2                            ,60,True,0 days 10:53:05.000000000
G2                            ,61,False,0 days 01:32:55.000000000
G2                            ,61,True,0 days 10:18:28.000000000
G2                            ,62,False,0 days 01:03:20.000000000
G2                            ,62,True,0 days 04:37:03.000000000
G2                            ,63,False,0 days 00:37:00.000000000
G2                            ,63,True,0 days 08:48:36.000000000
G2                            ,64,False,0 days 00:42:59.000000000
G2                            ,64,True,0 days 11:08:28.000000000
H1                            ,1,False,0 days 00:51:31.000000000
H1                            ,1,True,0 days 11:30:25.000000000
H1                            ,2,False,0 days 00:38:48.000000000
H1                            ,2,True,0 days 10:33:12.000000000
H1                            ,3,False,0 days 00:40:17.000000000
H1                            ,3,True,0 days 09:46:38.000000000
H1                            ,4,False,0 days 00:26:07.000000000
H1                            ,4,True,0 days 10:53:20.000000000
H1                            ,5,False,0 days 01:09:04.000000000
H1                            ,5,True,0 days 12:35:55.000000000
H1                            ,6,False,0 days 02:11:28.000000000
H1                            ,6,True,0 days 11:23:13.000000000
H1                            ,7,False,0 days 04:48:10.000000000
H1                            ,7,True,0 days 05:52:11.000000000
H1                            ,8,False,0 days 00:13:05.000000000
H1                            ,8,True,0 days 10:37:16.000000000
H1                            ,9,False,0 days 03:29:28.000000000
H1                            ,9,True,0 days 08:58:14.000000000
H1                            ,10,False,0 days 01:06:59.000000000
H1                            ,10,True,0 days 09:01:20.000000000
H1                            ,11,False,0 days 00:24:42.000000000
H1                            ,11,True,0 days 07:47:13.000000000
H1                            ,12,False,0 days 00:22:36.000000000
H1                            ,12,True,0 days 07:55:02.000000000
H1                            ,13,False,0 days 02:31:40.000000000
H1                            ,13,True,0 days 10:21:33.000000000
H1                            ,14,False,0 days 00:18:19.000000000
H1                            ,14,True,0 days 11:40:55.000000000
H1                            ,15,False,0 days 01:01:31.000000000
H1                            ,15,True,0 days 10:34:13.000000000
H1                            ,16,False,0 days 02:26:30.000000000
H1                            ,16,True,0 days 08:27:09.000000000
H1                            ,17,False,0 days 01:55:54.000000000
H1                            ,17,True,0 days 09:45:38.000000000
H1                            ,19,False,0 days 00:22:21.000000000
H1                            ,19,True,0 days 10:35:19.000000000
H1                            ,20,False,0 days 00:36:00.000000000
H1                            ,20,True,0 days 09:44:16.000000000
H1                            ,21,False,0 days 00:02:37.000000000
H1                            ,21,True,0 days 05:38:30.000000000
H1                            ,22,False,0 days 01:05:52.000000000
H1                            ,22,True,0 days 10:54:34.000000000
H1                            ,23,False,0 days 01:15:53.000000000
H1                            ,23,True,0 days 08:08:46.000000000
H1                            ,24,False,0 days 00:53:19.000000000
H1                            ,24,True,0 days 12:40:03.000000000
H1                            ,25,False,0 days 05:36:46.000000000
H1                            ,25,True,0 days 07:09:39.000000000
H1                            ,26,False,0 days 00:38:56.000000000
H1                            ,26,True,0 days 11:55:22.000000000
H1                            ,27,False,0 days 00:25:04.000000000
H1                            ,27,True,0 days 09:38:38.000000000
H1                            ,28,False,0 days 00:06:03.000000000
H1                            ,28,True,0 days 09:07:47.000000000
H1                            ,29,False,0 days 00:18:35.000000000
H1                            ,29,True,0 days 11:56:14.000000000
H1                            ,30,False,0 days 00:22:01.000000000
H1                            ,30,True,0 days 10:39:23.000000000
H1                            ,31,False,0 days 00:27:30.000000000
H1                            ,31,True,0 days 11:32:32.000000000
H1                            ,32,False,0 days 00:11:47.000000000
H1                            ,32,True,0 days 10:03:13.000000000
H2                            ,33,False,0 days 01:21:35.000000000
H2                            ,33,True,0 days 12:00:37.000000000
H2                            ,34,False,0 days 00:56:40.000000000
H2                            ,34,True,0 days 10:32:30.000000000
H2                            ,35,False,0 days 00:05:28.000000000
H2                            ,35,True,0 days 04:43:15.000000000
H2                            ,36,False,0 days 00:43:25.000000000
H2                            ,36,True,0 days 11:15:20.000000000
H2                            ,37,False,0 days 02:06:57.000000000
H2                            ,37,True,0 days 11:38:46.000000000
H2                            ,38,False,0 days 01:15:46.000000000
H2                            ,38,True,0 days 12:07:57.000000000
H2                            ,39,False,0 days 00:56:01.000000000
H2                            ,39,True,0 days 10:54:05.000000000
H2                            ,40,False,0 days 00:27:01.000000000
H2                            ,40,True,0 days 10:55:22.000000000
H2                            ,41,False,0 days 00:51:48.000000000
H2                            ,41,True,0 days 12:21:43.000000000
H2                            ,42,False,0 days 01:31:54.000000000
H2                            ,42,True,0 days 11:43:55.000000000
H2                            ,43,False,0 days 00:31:11.000000000
H2                            ,43,True,0 days 11:33:09.000000000
H2                            ,44,False,0 days 04:03:50.000000000
H2                            ,44,True,0 days 09:18:52.000000000
H2                            ,45,False,0 days 00:58:39.000000000
H2                            ,45,True,0 days 07:38:42.000000000
H2                            ,46,False,0 days 05:23:23.000000000
H2                            ,46,True,0 days 07:19:33.000000000
H2                            ,47,False,0 days 00:08:23.000000000
H2                            ,47,True,0 days 11:32:45.000000000
H2                            ,48,False,0 days 02:34:00.000000000
H2                            ,48,True,0 days 09:26:18.000000000
H2                            ,49,False,0 days 00:23:50.000000000
H2                            ,49,True,0 days 11:44:47.000000000
H2                            ,50,False,0 days 00:24:51.000000000
H2                            ,50,True,0 days 08:29:15.000000000
H2                            ,51,False,0 days 01:22:36.000000000
H2                            ,51,True,0 days 04:54:56.000000000
H2                            ,52,False,0 days 00:29:59.000000000
H2                            ,52,True,0 days 12:02:08.000000000
H2                            ,53,False,0 days 00:41:37.000000000
H2                            ,53,True,0 days 12:43:40.000000000
H2                            ,54,False,0 days 01:07:06.000000000
H2                            ,54,True,0 days 10:05:28.000000000
H2                            ,55,False,0 days 00:22:59.000000000
H2                            ,55,True,0 days 11:36:05.000000000
H2                            ,56,False,0 days 00:19:01.000000000
H2                            ,56,True,0 days 07:40:27.000000000
H2                            ,57,False,0 days 00:50:08.000000000
H2                            ,57,True,0 days 12:50:45.000000000
H2                            ,58,False,0 days 00:57:33.000000000
H2                            ,58,True,0 days 11:02:55.000000000
H2                            ,59,False,0 days 00:33:27.000000000
H2                            ,59,True,0 days 11:21:20.000000000
H2                            ,60,False,0 days 00:08:30.000000000
H2                            ,60,True,0 days 09:51:15.000000000
H2                            ,61,False,0 days 03:42:22.000000000
H2                            ,61,True,0 days 09:43:38.000000000
H2                            ,62,False,0 days 00:24:57.000000000
H2                            ,62,True,0 days 11:42:53.000000000
H2                            ,63,False,0 days 00:32:36.000000000
H2                            ,63,True,0 days 13:14:12.000000000
H2                            ,64,False,0 days 01:22:39.000000000
H2                            ,64,True,0 days 10:26:28.000000000
I1                            ,1,False,0 days 00:27:03.000000000
I1                            ,1,True,0 days 11:56:07.000000000
I1                            ,2,False,0 days 02:28:47.000000000
I1                            ,2,True,0 days 11:03:58.000000000
I1                            ,3,False,0 days 00:08:01.000000000
I1                            ,3,True,0 days 13:01:49.000000000
I1                            ,4,False,0 days 00:46:48.000000000
I1                            ,4,True,0 days 11:13:27.000000000
I1                            ,5,False,0 days 01:19:09.000000000
I1                            ,5,True,0 days 11:58:10.000000000
I1                            ,6,False,0 days 03:37:37.000000000
I1                            ,6,True,0 days 08:31:42.000000000
I1                            ,7,False,0 days 08:14:13.000000000
I1                            ,7,True,0 days 05:35:38.000000000
I1                            ,8,False,0 days 02:13:34.000000000
I1                            ,8,True,0 days 10:36:23.000000000
I1                            ,9,False,0 days 01:08:38.000000000
I1                            ,9,True,0 days 12:11:31.000000000
I1                            ,10,False,0 days 00:19:22.000000000
I1                            ,10,True,0 days 12:09:44.000000000
I1                            ,11,False,0 days 02:52:33.000000000
I1                            ,11,True,0 days 10:52:08.000000000
I1                            ,12,False,0 days 01:28:37.000000000
I1                            ,12,True,0 days 12:07:55.000000000
I1                            ,13,False,0 days 02:03:10.000000000
I1                            ,13,True,0 days 11:12:27.000000000
I1                            ,14,False,0 days 00:47:23.000000000
I1                            ,14,True,0 days 12:22:00.000000000
I1                            ,15,False,0 days 00:37:43.000000000
I1                            ,15,True,0 days 11:49:26.000000000
I1                            ,16,False,0 days 01:20:53.000000000
I1                            ,16,True,0 days 12:35:07.000000000
I1                            ,17,False,0 days 00:32:54.000000000
I1                            ,17,True,0 days 13:10:21.000000000
I1                            ,18,False,0 days 00:29:07.000000000
I1                            ,18,True,0 days 12:32:48.000000000
I1                            ,19,False,0 days 01:57:50.000000000
I1                            ,19,True,0 days 11:04:30.000000000
I1                            ,20,False,0 days 00:33:32.000000000
I1                            ,20,True,0 days 12:00:46.000000000
I1                            ,21,False,0 days 02:34:58.000000000
I1                            ,21,True,0 days 09:40:32.000000000
I1                            ,22,False,0 days 01:18:31.000000000
I1                            ,22,True,0 days 12:22:04.000000000
I1                            ,23,False,0 days 04:27:34.000000000
I1                            ,23,True,0 days 04:55:50.000000000
I1                            ,24,False,0 days 02:33:35.000000000
I1                            ,24,True,0 days 11:04:26.000000000
I1                            ,25,False,0 days 00:17:30.000000000
I1                            ,25,True,0 days 09:29:16.000000000
I1                            ,26,False,0 days 00:35:47.000000000
I1                            ,26,True,0 days 09:38:10.000000000
I1                            ,27,False,0 days 02:42:41.000000000
I1                            ,27,True,0 days 10:16:44.000000000
I1                            ,28,False,0 days 00:49:36.000000000
I1                            ,28,True,0 days 12:04:48.000000000
I1                            ,29,False,0 days 00:39:28.000000000
I1                            ,29,True,0 days 11:41:19.000000000
I1                            ,30,False,0 days 01:26:32.000000000
I1                            ,30,True,0 days 10:27:51.000000000
I1                            ,31,False,0 days 00:25:27.000000000
I1                            ,31,True,0 days 12:20:21.000000000
I2                            ,33,False,0 days 00:37:29.000000000
I2                            ,33,True,0 days 12:28:56.000000000
I2                            ,34,False,0 days 01:05:08.000000000
I2                            ,34,True,0 days 11:39:24.000000000
I2                            ,35,False,0 days 00:15:00.000000000
I2                            ,35,True,0 days 06:40:53.000000000
I2                            ,36,False,0 days 02:32:21.000000000
I2                            ,36,True,0 days 10:22:19.000000000
I2                            ,37,False,0 days 00:51:18.000000000
I2                            ,37,True,0 days 13:05:07.000000000
I2                            ,38,False,0 days 00:11:46.000000000
I2                            ,38,True,0 days 11:25:02.000000000
I2                            ,39,False,0 days 00:41:17.000000000
I2                            ,39,True,0 days 09:58:02.000000000
I2                            ,40,False,0 days 01:05:49.000000000
I2                            ,40,True,0 days 12:32:07.000000000
I2                            ,41,False,0 days 00:47:27.000000000
I2                            ,41,True,0 days 09:22:55.000000000
I2                            ,42,False,0 days 00:55:41.000000000
I2                            ,42,True,0 days 10:26:49.000000000
I2                            ,43,False,0 days 00:57:16.000000000
I2                            ,43,True,0 days 12:53:26.000000000
I2                            ,44,False,0 days 00:21:17.000000000
I2                            ,44,True,0 days 12:02:51.000000000
I2                            ,45,False,0 days 02:25:33.000000000
I2                            ,45,True,0 days 10:52:19.000000000
I2                            ,46,False,0 days 00:21:42.000000000
I2                            ,46,True,0 days 13:06:15.000000000
I2                            ,47,False,0 days 00:26:12.000000000
I2                            ,47,True,0 days 09:36:45.000000000
I2                            ,48,False,0 days 00:56:48.000000000
I2                            ,48,True,0 days 11:47:24.000000000
I2                            ,49,False,0 days 02:32:16.000000000
I2                            ,49,True,0 days 09:31:33.000000000
I2                            ,50,False,0 days 02:03:28.000000000
I2                            ,50,True,0 days 08:54:09.000000000
I2                            ,51,False,0 days 01:26:08.000000000
I2                            ,51,True,0 days 09:43:57.000000000
I2                            ,52,False,0 days 00:06:46.000000000
I2                            ,52,True,0 days 09:23:21.000000000
I2                            ,53,False,0 days 00:22:21.000000000
I2                            ,53,True,0 days 11:36:10.000000000
I2                            ,54,False,0 days 00:53:16.000000000
I2                            ,54,True,0 days 12:39:35.000000000
I2                            ,55,False,0 days 01:22:15.000000000
I2                            ,55,True,0 days 06:13:05.000000000
I2                            ,56,False,0 days 01:22:07.000000000
I2                            ,56,True,0 days 10:34:04.000000000
I2                            ,57,False,0 days 04:07:37.000000000
I2                            ,57,True,0 days 08:27:55.000000000
I2                            ,58,False,0 days 01:01:19.000000000
I2                            ,58,True,0 days 09:22:07.000000000
I2                            ,59,False,0 days 01:54:32.000000000
I2                            ,59,True,0 days 10:34:05.000000000
I2                            ,60,False,0 days 03:22:51.000000000
I2                            ,60,True,0 days 06:35:31.000000000
I2                            ,61,False,0 days 01:24:29.000000000
I2                            ,61,True,0 days 10:37:50.000000000
I2                            ,62,False,0 days 00:55:00.000000000
I2                            ,62,True,0 days 11:56:34.000000000
I2                            ,63,False,0 days 00:43:28.000000000
I2                            ,63,True,0 days 11:26:28.000000000
J1                            ,1,False,0 days 01:32:12.000000000
J1                            ,1,True,0 days 10:22:38.000000000
J1                            ,2,False,0 days 01:38:25.000000000
J1                            ,2,True,0 days 10:57:49.000000000
J1                            ,3,False,0 days 01:58:14.000000000
J1                            ,3,True,0 days 09:50:58.000000000
J1                            ,4,False,0 days 01:49:06.000000000
J1                            ,4,True,0 days 09:13:42.000000000
J1                            ,5,False,0 days 01:56:03.000000000
J1                            ,5,True,0 days 10:59:17.000000000
J1                            ,6,False,0 days 01:02:41.000000000
J1                            ,6,True,0 days 10:05:09.000000000
J1                            ,7,False,0 days 00:39:48.000000000
J1                            ,7,True,0 days 11:37:21.000000000
J1                            ,8,False,0 days 01:43:58.000000000
J1                            ,8,True,0 days 11:12:45.000000000
J1                            ,10,False,0 days 02:00:37.000000000
J1                            ,10,True,0 days 11:46:22.000000000
J1                            ,11,False,0 days 01:14:23.000000000
J1                            ,11,True,0 days 10:57:34.000000000
J1                            ,12,False,0 days 02:00:39.000000000
J1                            ,12,True,0 days 11:10:29.000000000
J1                            ,13,False,0 days 01:42:55.000000000
J1                            ,13,True,0 days 06:32:44.000000000
J1                            ,14,False,0 days 00:58:48.000000000
J1                            ,14,True,0 days 12:39:08.000000000
J1                            ,15,False,0 days 03:00:35.000000000
J1                            ,15,True,0 days 10:26:19.000000000
J1                            ,16,False,0 days 01:54:14.000000000
J1                            ,16,True,0 days 09:25:16.000000000
J1                            ,17,False,0 days 00:17:47.000000000
J1                            ,17,True,0 days 11:40:39.000000000
J1                            ,18,False,0 days 04:24:22.000000000
J1                            ,18,True,0 days 07:32:41.000000000
J1                            ,19,False,0 days 01:06:25.000000000
J1                            ,19,True,0 days 11:49:44.000000000
J1                            ,20,False,0 days 00:45:47.000000000
J1                            ,20,True,0 days 11:19:13.000000000
J1                            ,21,False,0 days 00:28:40.000000000
J1                            ,21,True,0 days 12:27:03.000000000
J1                            ,22,False,0 days 01:03:58.000000000
J1                            ,22,True,0 days 12:03:10.000000000
J1                            ,23,False,0 days 00:56:10.000000000
J1                            ,23,True,0 days 10:40:05.000000000
J1                            ,24,False,0 days 00:30:25.000000000
J1                            ,24,True,0 days 10:03:18.000000000
J1                            ,25,False,0 days 00:20:25.000000000
J1                            ,25,True,0 days 11:38:44.000000000
J1                            ,26,False,0 days 00:39:52.000000000
J1                            ,26,True,0 days 12:04:41.000000000
J1                            ,27,False,0 days 02:19:08.000000000
J1                            ,27,True,0 days 11:35:36.000000000
J1                            ,28,False,0 days 00:44:03.000000000
J1                            ,28,True,0 days 11:05:00.000000000
J1                            ,29,False,0 days 00:38:47.000000000
J1                            ,29,True,0 days 11:17:12.000000000
J1                            ,30,False,0 days 00:27:42.000000000
J1                            ,30,True,0 days 11:44:34.000000000
J1                            ,31,False,0 days 02:44:48.000000000
J1                            ,31,True,0 days 10:34:29.000000000
